date,inside_sales,outside_sales,inside_covers,outside_covers,reserved_covers,walkin_covers,waitlist_covers,no_show_covers,no_show_parties
2018-08-19,12110.76,4805.0,171.0,78,101.0,31.0,117.0,13.0,5.0
2018-08-20,12614.99,4894.0,167.0,63,126.0,42.0,62.0,12.0,4.0
2018-08-21,12990.5,3529.5,169.0,54,113.0,35.0,75.0,17.0,6.0
2018-08-22,13419.65,5049.0,172.0,68,142.0,43.0,55.0,2.0,1.0
2018-08-23,13205.86,5251.5,166.0,83,127.0,37.0,85.0,4.0,1.0
2018-08-24,14840.67,5831.0,171.0,83,128.0,28.0,98.0,10.0,4.0
2018-08-25,14889.14,6505.0,184.0,91,125.0,44.0,106.0,6.0,2.0
2018-08-26,13021.99,4926.5,183.0,80,118.0,46.0,99.0,4.0,2.0
2018-08-27,11553.17,4190.5,163.0,73,116.0,36.0,84.0,6.0,2.0
2018-08-28,12533.75,3893.0,183.0,62,115.0,51.0,79.0,6.0,3.0
2018-08-29,13121.66,2975.0,167.0,48,128.0,45.0,42.0,5.0,2.0
2018-08-30,13174.11,5288.5,187.0,73,123.0,37.0,100.0,10.0,3.0
2018-08-31,14003.68,4165.0,168.0,63,123.0,33.0,75.0,4.0,2.0
2018-09-01,14579.25,5858.5,187.0,78,146.0,41.0,78.0,5.0,2.0
2018-09-02,13605.89,5090.25,196.0,78,125.0,46.0,103.0,0.0,0.0
2018-09-03,13012.23,3750.75,163.0,62,111.0,28.0,86.0,11.0,4.0
2018-09-04,12005.0,4010.25,170.0,69,117.0,56.0,66.0,6.0,3.0
2018-09-05,12228.42,3211.0,161.0,53,110.0,70.0,34.0,10.0,2.0
2018-09-06,15589.4,2527.75,168.0,40,132.0,31.0,45.0,1.0,1.0
2018-09-07,15249.0,3431.0,193.0,51,138.0,38.0,68.0,5.0,2.0
2018-09-08,15178.5,0.0,191.0,0,126.0,33.0,32.0,21.0,6.0
2018-09-09,14679.25,0.0,199.0,0,132.0,33.0,34.0,0.0,0.0
2018-09-10,12763.67,0.0,177.0,0,125.0,21.0,31.0,8.0,2.0
2018-09-11,14773.75,1059.0,187.0,20,129.0,50.0,28.0,7.0,3.0
2018-09-12,13564.72,0.0,172.0,0,116.0,17.0,39.0,4.0,2.0
2018-09-13,12964.3,4320.5,164.0,67,128.0,27.0,76.0,5.0,3.0
2018-09-14,13918.34,5153.75,171.0,74,131.0,11.0,103.0,11.0,4.0
2018-09-15,13631.5,6342.5,169.0,79,141.0,4.0,103.0,14.0,4.0
2018-09-16,11764.29,5301.5,171.0,90,118.0,31.0,112.0,4.0,1.0
2018-09-17,13232.13,1700.75,189.0,33,134.0,42.0,46.0,6.0,2.0
2018-09-18,13700.5,4615.0,174.0,73,129.0,8.0,110.0,1.0,1.0
2018-09-19,12611.16,4032.38,159.0,64,111.0,6.0,106.0,2.0,1.0
2018-09-20,11553.2,3456.5,155.0,56,101.0,16.0,94.0,12.0,4.0
2018-09-21,15884.0,5368.0,186.0,91,153.0,2.0,122.0,4.0,2.0
2018-09-22,14687.5,5961.75,182.0,93,139.0,8.0,128.0,9.0,4.0
2018-09-23,13291.77,2124.5,187.0,33,110.0,2.0,108.0,8.0,2.0
2018-09-24,17008.46,2488.0,188.0,42,123.0,17.0,90.0,2.0,1.0
2018-09-25,13328.38,0.0,180.0,0,125.0,1.0,54.0,3.0,1.0
2018-09-26,13383.75,2480.75,171.0,29,133.0,5.0,62.0,0.0,0.0
2018-09-27,13965.25,1610.0,173.0,26,127.0,2.0,70.0,2.0,1.0
2018-09-28,14566.68,4756.25,187.0,72,140.0,3.0,116.0,4.0,2.0
2018-09-29,14317.75,5907.0,173.0,85,125.0,4.0,129.0,8.0,3.0
2018-09-30,13291.51,5075.5,208.0,73,154.0,5.0,122.0,2.0,1.0
2018-10-01,13859.75,3962.0,174.0,59,123.0,5.0,105.0,0.0,0.0
2018-10-02,14062.59,2153.75,181.0,36,137.0,4.0,76.0,8.0,3.0
2018-10-03,-1000.0,26000.01,,1,,,,,
2018-10-04,16258.59,0.0,40.0,0,40.0,0.0,0.0,0.0,0.0
2018-10-05,14232.6,4800.0,170.0,77,135.0,1.0,111.0,5.0,2.0
2018-10-06,15833.88,4952.5,183.0,75,144.0,2.0,112.0,7.0,4.0
2018-10-07,13752.2,5346.21,176.0,84,130.0,10.0,120.0,9.0,4.0
2018-10-08,14688.49,1034.5,172.0,15,123.0,5.0,59.0,3.0,1.0
2018-10-09,11409.59,4275.0,164.0,69,112.0,5.0,116.0,4.0,2.0
2018-10-10,14005.52,4437.25,160.0,76,129.0,3.0,104.0,3.0,1.0
2018-10-11,15418.14,0.0,186.0,0,127.0,0.0,59.0,17.0,5.0
2018-10-12,14132.42,5059.0,174.0,67,134.0,13.0,94.0,13.0,5.0
2018-10-13,15842.75,4818.0,186.0,68,144.0,49.0,61.0,2.0,1.0
2018-10-14,14820.38,3743.25,194.0,59,150.0,2.0,101.0,5.0,2.0
2018-10-15,14410.75,339.5,185.0,4,119.0,2.0,68.0,0.0,0.0
2018-10-16,14500.07,690.0,167.0,6,120.0,2.0,51.0,16.0,4.0
2018-10-17,13630.67,94.0,170.0,2,122.0,4.0,46.0,10.0,3.0
2018-10-18,14878.0,0.0,176.0,0,115.0,2.0,59.0,4.0,2.0
2018-10-19,15480.5,1407.0,192.0,29,143.0,13.0,65.0,2.0,1.0
2018-10-20,15528.04,3019.0,187.0,56,140.0,2.0,101.0,6.0,3.0
2018-10-21,14927.0,0.0,184.0,0,130.0,5.0,49.0,0.0,0.0
2018-10-22,13160.74,0.0,174.0,0,132.0,2.0,40.0,8.0,2.0
2018-10-23,13488.76,519.75,173.0,6,114.0,0.0,65.0,4.0,2.0
2018-10-24,15935.0,0.0,180.0,0,134.0,0.0,46.0,0.0,0.0
2018-10-25,14465.01,0.0,164.0,0,114.0,11.0,39.0,0.0,0.0
2018-10-26,14558.0,0.0,195.0,0,137.0,1.0,57.0,0.0,0.0
2018-10-27,16526.96,0.0,194.0,0,152.0,0.0,42.0,2.0,1.0
2018-10-28,13103.98,1452.25,180.0,23,124.0,4.0,75.0,6.0,2.0
2018-10-29,14752.500000000002,0.0,179.0,0,118.0,7.0,54.0,6.0,3.0
2018-10-30,13185.25,0.0,171.0,0,130.0,2.0,39.0,6.0,2.0
2018-10-31,13802.3,1851.5,174.0,29,124.0,2.0,77.0,10.0,4.0
2018-11-01,14209.75,2242.5,175.0,36,119.0,7.0,85.0,11.0,4.0
2018-11-02,16646.78,1156.0,204.0,16,160.0,6.0,54.0,0.0,0.0
2018-11-03,17098.0,2912.5,198.0,46,148.0,0.0,96.0,0.0,0.0
2018-11-04,15718.0,1428.5,180.0,22,128.0,2.0,72.0,5.0,2.0
2018-11-05,14828.91,0.0,182.0,0,128.0,8.0,46.0,2.0,1.0
2018-11-06,12192.5,0.0,167.0,0,123.0,0.0,44.0,6.0,3.0
2018-11-07,15258.0,1209.5,143.0,18,90.0,4.0,67.0,8.0,4.0
2018-11-08,13734.5,0.0,175.0,0,130.0,0.0,45.0,0.0,0.0
2018-11-09,14426.65,0.0,183.0,0,139.0,0.0,44.0,4.0,2.0
2018-11-10,15439.52,0.0,233.0,0,184.0,0.0,49.0,2.0,1.0
2018-11-11,13939.95,0.0,198.0,0,151.0,2.0,45.0,0.0,0.0
2018-11-12,11892.0,0.0,163.0,0,118.0,8.0,37.0,13.0,3.0
2018-11-13,13397.5,0.0,163.0,0,123.0,1.0,39.0,5.0,2.0
2018-11-14,13446.0,0.0,164.0,0,116.0,2.0,46.0,9.0,4.0
2018-11-15,13457.0,0.0,147.0,0,102.0,3.0,42.0,10.0,5.0
2018-11-16,15187.25,0.0,176.0,0,135.0,1.0,40.0,8.0,3.0
2018-11-17,17525.25,0.0,198.0,0,147.0,0.0,51.0,8.0,2.0
2018-11-18,14531.0,0.0,184.0,0,119.0,4.0,61.0,6.0,3.0
2018-11-19,13200.24,0.0,173.0,0,119.0,5.0,49.0,0.0,0.0
2018-11-20,14088.25,0.0,189.0,0,132.0,0.0,57.0,6.0,3.0
2018-11-21,14029.99,0.0,178.0,0,124.0,2.0,52.0,12.0,5.0
2018-11-22,0.0,0.0,,0,,,,,
2018-11-23,14565.5,0.0,197.0,0,137.0,1.0,59.0,2.0,1.0
2018-11-24,15461.75,0.0,190.0,0,145.0,0.0,45.0,6.0,2.0
2018-11-25,11946.5,0.0,179.0,0,120.0,8.0,51.0,7.0,2.0
2018-11-26,12201.5,0.0,163.0,0,111.0,3.0,49.0,4.0,2.0
2018-11-27,13653.0,0.0,161.0,0,116.0,2.0,43.0,6.0,2.0
2018-11-28,14088.95,0.0,170.0,0,124.0,1.0,45.0,4.0,1.0
2018-11-29,14179.59,0.0,183.0,0,138.0,6.0,39.0,2.0,1.0
2018-11-30,14363.37,0.0,172.0,0,126.0,0.0,46.0,2.0,1.0
2018-12-01,15720.91,0.0,191.0,0,133.0,0.0,58.0,2.0,1.0
2018-12-02,13512.75,0.0,197.0,0,136.0,0.0,61.0,0.0,0.0
2018-12-03,11313.5,0.0,169.0,0,110.0,16.0,43.0,10.0,3.0
2018-12-04,12529.75,0.0,165.0,0,121.0,0.0,44.0,14.0,5.0
2018-12-05,11761.25,0.0,170.0,0,119.0,0.0,51.0,5.0,2.0
2018-12-06,15825.84,0.0,180.0,0,132.0,0.0,48.0,8.0,3.0
2018-12-07,16930.08,0.0,192.0,0,153.0,0.0,39.0,8.0,3.0
2018-12-08,15826.49,0.0,205.0,0,127.0,1.0,77.0,7.0,3.0
2018-12-09,14290.71,0.0,188.0,0,129.0,0.0,59.0,10.0,3.0
2018-12-10,14184.25,0.0,173.0,0,127.0,1.0,45.0,6.0,2.0
2018-12-11,18929.5,0.0,169.0,0,120.0,3.0,46.0,2.0,1.0
2018-12-12,13305.57,0.0,159.0,0,110.0,0.0,49.0,8.0,3.0
2018-12-13,18817.5,0.0,164.0,0,115.0,4.0,45.0,2.0,1.0
2018-12-14,16720.16,0.0,171.0,0,112.0,4.0,55.0,6.0,2.0
2018-12-15,16371.82,0.0,246.0,0,197.0,0.0,49.0,6.0,2.0
2018-12-16,13708.5,0.0,175.0,0,140.0,0.0,35.0,2.0,1.0
2018-12-17,14433.0,0.0,169.0,0,116.0,4.0,49.0,8.0,2.0
2018-12-18,15217.59,0.0,169.0,0,132.0,0.0,37.0,8.0,3.0
2018-12-19,15203.41,0.0,185.0,0,126.0,2.0,57.0,6.0,2.0
2018-12-20,13216.0,0.0,163.0,0,117.0,5.0,41.0,8.0,3.0
2018-12-21,12837.89,0.0,184.0,0,134.0,5.0,45.0,2.0,1.0
2018-12-22,16637.989999999998,0.0,207.0,0,134.0,6.0,67.0,5.0,1.0
2018-12-23,14078.37,0.0,186.0,0,131.0,3.0,52.0,4.0,1.0
2018-12-24,0.0,0.0,,0,,,,,
2018-12-25,0.0,0.0,,0,,,,,
2018-12-26,13206.7,0.0,176.0,0,110.0,1.0,65.0,14.0,4.0
2018-12-27,15357.03,0.0,197.0,0,142.0,1.0,54.0,2.0,1.0
2018-12-28,15497.37,0.0,209.0,0,152.0,0.0,57.0,0.0,0.0
2018-12-29,16236.11,0.0,202.0,0,143.0,0.0,59.0,3.0,1.0
2018-12-30,15208.0,0.0,202.0,0,131.0,0.0,71.0,9.0,3.0
2018-12-31,15099.0,0.0,182.0,0,137.0,0.0,45.0,2.0,1.0
2019-01-01,0.0,0.0,,0,,,,,
2019-01-02,12685.24,0.0,183.0,0,132.0,0.0,51.0,4.0,1.0
2019-01-03,13580.96,0.0,184.0,0,131.0,0.0,53.0,6.0,2.0
2019-01-04,16002.75,0.0,197.0,0,138.0,0.0,59.0,6.0,2.0
2019-01-05,16463.620000000006,0.0,216.0,0,157.0,0.0,59.0,0.0,0.0
2019-01-06,12405.14,0.0,178.0,0,113.0,2.0,63.0,8.0,3.0
2019-01-07,14222.67,0.0,175.0,0,126.0,0.0,49.0,0.0,0.0
2019-01-08,10811.32,0.0,166.0,0,106.0,5.0,55.0,14.0,4.0
2019-01-09,12985.09,0.0,175.0,0,123.0,0.0,52.0,10.0,4.0
2019-01-10,13196.76,0.0,162.0,0,121.0,2.0,39.0,0.0,0.0
2019-01-11,14699.25,0.0,186.0,0,141.0,0.0,45.0,4.0,2.0
2019-01-12,17112.96,0.0,203.0,0,156.0,1.0,46.0,12.0,4.0
2019-01-13,14285.0,0.0,185.0,0,130.0,2.0,53.0,12.0,4.0
2019-01-14,14422.25,0.0,191.0,0,142.0,0.0,49.0,13.0,4.0
2019-01-15,13893.17,0.0,191.0,0,135.0,0.0,56.0,9.0,3.0
2019-01-16,12378.42,0.0,166.0,0,124.0,4.0,38.0,8.0,3.0
2019-01-17,13888.74,0.0,180.0,0,143.0,2.0,35.0,0.0,0.0
2019-01-18,15526.62,0.0,187.0,0,150.0,1.0,36.0,6.0,1.0
2019-01-19,15916.88,0.0,201.0,0,148.0,1.0,52.0,5.0,2.0
2019-01-20,16673.0,0.0,208.0,0,147.0,2.0,59.0,8.0,3.0
2019-01-21,11967.25,0.0,165.0,0,114.0,2.0,49.0,9.0,4.0
2019-01-22,13409.07,0.0,179.0,0,138.0,3.0,38.0,11.0,5.0
2019-01-23,13602.0,0.0,170.0,0,132.0,0.0,38.0,4.0,1.0
2019-01-24,13681.91,0.0,190.0,0,147.0,1.0,42.0,0.0,0.0
2019-01-25,17980.690000000002,0.0,194.0,0,145.0,0.0,49.0,2.0,1.0
2019-01-26,25000.0,0.0,75.0,0,75.0,0.0,0.0,0.0,0.0
2019-01-27,13926.0,0.0,178.0,0,128.0,0.0,50.0,14.0,4.0
2019-01-28,15725.4,0.0,191.0,0,151.0,4.0,36.0,2.0,1.0
2019-01-29,13610.53,0.0,153.0,0,112.0,0.0,41.0,4.0,1.0
2019-01-30,14601.53,0.0,174.0,0,136.0,0.0,38.0,3.0,1.0
2019-01-31,15421.91,0.0,192.0,0,151.0,0.0,41.0,3.0,1.0
2019-02-01,16049.24,0.0,183.0,0,143.0,0.0,40.0,6.0,2.0
2019-02-02,18353.31,0.0,195.0,0,150.0,0.0,45.0,4.0,1.0
2019-02-03,0.0,0.0,,0,,,,,
2019-02-04,11976.75,0.0,169.0,0,125.0,0.0,44.0,8.0,2.0
2019-02-05,14941.96,0.0,181.0,0,124.0,0.0,57.0,18.0,5.0
2019-02-06,14392.54,0.0,186.0,0,141.0,0.0,45.0,2.0,1.0
2019-02-07,14755.85,0.0,186.0,0,140.0,0.0,46.0,7.0,3.0
2019-02-08,14796.74,0.0,176.0,0,133.0,0.0,43.0,4.0,2.0
2019-02-09,18597.28,0.0,200.0,0,154.0,0.0,46.0,0.0,0.0
2019-02-10,14265.28,0.0,196.0,0,147.0,0.0,49.0,4.0,2.0
2019-02-11,13817.81,0.0,177.0,0,121.0,5.0,51.0,7.0,3.0
2019-02-12,13575.01,0.0,158.0,0,120.0,1.0,37.0,2.0,1.0
2019-02-13,15300.51,0.0,180.0,0,144.0,0.0,36.0,2.0,1.0
2019-02-14,15169.45,0.0,185.0,0,140.0,0.0,45.0,4.0,2.0
2019-02-15,16749.41,0.0,199.0,0,144.0,3.0,52.0,0.0,0.0
2019-02-16,16851.88,0.0,218.0,0,157.0,0.0,61.0,4.0,1.0
2019-02-17,16455.36,0.0,213.0,0,154.0,0.0,59.0,7.0,2.0
2019-02-18,15747.65,0.0,185.0,0,139.0,0.0,46.0,3.0,1.0
2019-02-19,13941.2,0.0,168.0,0,123.0,4.0,41.0,9.0,4.0
2019-02-20,13769.0,0.0,155.0,0,116.0,1.0,38.0,8.0,3.0
2019-02-21,14799.51,0.0,183.0,0,141.0,0.0,42.0,8.0,3.0
2019-02-22,17253.5,0.0,201.0,0,145.0,1.0,55.0,0.0,0.0
2019-02-23,17842.15,0.0,213.0,0,151.0,0.0,62.0,6.0,3.0
2019-02-24,13862.72,0.0,189.0,0,138.0,0.0,51.0,6.0,3.0
2019-02-25,13771.25,0.0,159.0,0,120.0,0.0,39.0,13.0,5.0
2019-02-26,13913.67,0.0,178.0,0,140.0,0.0,38.0,4.0,2.0
2019-02-27,27909.75,0.0,168.0,0,134.0,0.0,34.0,3.0,1.0
2019-02-28,14560.02,0.0,168.0,0,134.0,4.0,30.0,4.0,1.0
2019-03-01,14837.11,0.0,190.0,0,154.0,0.0,36.0,0.0,0.0
2019-03-02,19093.57,0.0,198.0,0,145.0,0.0,53.0,4.0,2.0
2019-03-03,13957.5,0.0,183.0,0,123.0,4.0,56.0,4.0,2.0
2019-03-04,13369.25,0.0,184.0,0,138.0,0.0,46.0,8.0,2.0
2019-03-05,13599.77,0.0,164.0,0,126.0,0.0,38.0,4.0,1.0
2019-03-06,11925.17,0.0,150.0,0,115.0,0.0,35.0,14.0,5.0
2019-03-07,15261.42,0.0,192.0,0,123.0,2.0,67.0,10.0,4.0
2019-03-08,17086.85,0.0,196.0,0,145.0,0.0,51.0,4.0,2.0
2019-03-09,19019.56,0.0,210.0,0,156.0,0.0,54.0,3.0,1.0
2019-03-10,15061.3,0.0,204.0,0,156.0,0.0,48.0,4.0,1.0
2019-03-11,14179.58,0.0,182.0,0,134.0,3.0,45.0,8.0,3.0
2019-03-12,14019.5,0.0,182.0,0,138.0,1.0,43.0,2.0,1.0
2019-03-13,16744.55,0.0,177.0,0,129.0,0.0,48.0,15.0,6.0
2019-03-14,14913.4,0.0,179.0,0,128.0,0.0,51.0,0.0,0.0
2019-03-15,15491.38,0.0,181.0,0,139.0,0.0,42.0,0.0,0.0
2019-03-16,16980.42,0.0,203.0,0,157.0,0.0,46.0,0.0,0.0
2019-03-17,14554.25,0.0,186.0,0,135.0,1.0,50.0,9.0,3.0
2019-03-18,14174.46,0.0,173.0,0,132.0,1.0,40.0,6.0,1.0
2019-03-19,13480.41,0.0,178.0,0,117.0,1.0,60.0,10.0,4.0
2019-03-20,12259.69,0.0,164.0,0,108.0,0.0,56.0,8.0,3.0
2019-03-21,13971.17,0.0,171.0,0,124.0,0.0,47.0,13.0,4.0
2019-03-22,15905.09,0.0,190.0,0,144.0,0.0,46.0,6.0,2.0
2019-03-23,17432.25,0.0,200.0,0,140.0,0.0,60.0,13.0,5.0
2019-03-24,14233.0,0.0,179.0,0,123.0,3.0,53.0,6.0,3.0
2019-03-25,14034.25,0.0,187.0,0,134.0,2.0,51.0,0.0,0.0
2019-03-26,14285.5,0.0,178.0,0,126.0,0.0,52.0,4.0,1.0
2019-03-27,15776.1,0.0,170.0,0,133.0,0.0,37.0,0.0,0.0
2019-03-28,13559.5,0.0,182.0,0,135.0,0.0,47.0,0.0,0.0
2019-03-29,16291.09,0.0,189.0,0,146.0,0.0,43.0,4.0,1.0
2019-03-30,17937.190000000002,0.0,206.0,0,156.0,0.0,50.0,4.0,2.0
2019-03-31,14248.72,0.0,195.0,0,146.0,0.0,49.0,6.0,3.0
2019-04-01,12858.5,0.0,162.0,0,114.0,2.0,46.0,13.0,5.0
2019-04-02,13983.0,0.0,171.0,0,128.0,1.0,42.0,2.0,1.0
2019-04-03,15240.98,35.0,176.0,1,120.0,0.0,57.0,5.0,2.0
2019-04-04,14172.84,0.0,178.0,0,129.0,0.0,49.0,4.0,1.0
2019-04-05,17164.91,0.0,200.0,0,151.0,1.0,48.0,3.0,1.0
2019-04-06,19636.7,0.0,223.0,0,161.0,2.0,60.0,6.0,2.0
2019-04-07,15262.66,0.0,190.0,0,128.0,2.0,60.0,0.0,0.0
2019-04-08,13748.75,0.0,181.0,0,122.0,1.0,58.0,6.0,3.0
2019-04-09,15610.75,0.0,181.0,0,145.0,2.0,34.0,2.0,1.0
2019-04-10,14814.28,1327.25,189.0,15,135.0,0.0,69.0,2.0,1.0
2019-04-11,14669.42,564.0,178.0,7,131.0,7.0,47.0,2.0,1.0
2019-04-12,15499.54,0.0,188.0,0,128.0,5.0,55.0,10.0,2.0
2019-04-13,16776.58,5268.12,201.0,85,173.0,2.0,111.0,9.0,3.0
2019-04-14,16358.64,2838.5,211.0,48,153.0,0.0,106.0,13.0,4.0
2019-04-15,15071.21,0.0,197.0,0,143.0,0.0,54.0,0.0,0.0
2019-04-16,14612.5,2091.75,184.0,37,135.0,3.0,83.0,0.0,0.0
2019-04-17,14541.2,1099.0,183.0,16,133.0,0.0,66.0,10.0,4.0
2019-04-18,16055.73,2734.0,180.0,36,144.0,5.0,67.0,2.0,1.0
2019-04-19,16211.01,1888.5,204.0,24,145.0,3.0,80.0,8.0,3.0
2019-04-20,17324.62,2597.5,213.0,48,138.0,4.0,119.0,8.0,4.0
2019-04-21,15022.88,2924.5,201.0,48,138.0,0.0,111.0,4.0,2.0
2019-04-22,14521.0,0.0,193.0,0,140.0,1.0,52.0,8.0,2.0
2019-04-23,13687.71,1437.0,171.0,27,127.0,2.0,69.0,4.0,1.0
2019-04-24,13878.090000000002,4437.5,182.0,67,131.0,0.0,118.0,9.0,3.0
2019-04-25,15795.0,0.0,183.0,0,125.0,0.0,58.0,2.0,1.0
2019-04-26,15665.17,0.0,178.0,0,136.0,0.0,42.0,6.0,2.0
2019-04-27,17420.7,3151.5,177.0,43,133.0,0.0,87.0,4.0,1.0
2019-04-28,13128.27,257.0,170.0,4,124.0,0.0,50.0,16.0,5.0
2019-04-29,13181.34,352.0,184.0,6,142.0,0.0,48.0,2.0,1.0
2019-04-30,14855.48,621.0,162.0,10,126.0,5.0,41.0,0.0,0.0
2019-05-01,13112.84,0.0,165.0,0,118.0,0.0,47.0,6.0,2.0
2019-05-02,16546.26,1500.0,180.0,21,128.0,1.0,72.0,4.0,2.0
2019-05-03,16099.49,1851.5,192.0,31,144.0,0.0,79.0,6.0,2.0
2019-05-04,17020.4,4859.5,191.0,72,170.0,0.0,93.0,6.0,2.0
2019-05-05,14566.4,0.0,199.0,0,128.0,0.0,71.0,6.0,3.0
2019-05-06,13520.5,2461.5,165.0,38,128.0,0.0,75.0,4.0,2.0
2019-05-07,14714.75,1316.0,191.0,18,117.0,4.0,88.0,0.0,0.0
2019-05-08,12407.19,1442.5,169.0,22,119.0,0.0,72.0,0.0,0.0
2019-05-09,16126.6,178.0,191.0,4,130.0,0.0,65.0,4.0,2.0
2019-05-10,19271.04,5042.5,203.0,67,172.0,0.0,98.0,0.0,0.0
2019-05-11,18350.18,2363.5,201.0,38,139.0,0.0,100.0,4.0,2.0
2019-05-12,12262.59,0.0,168.0,0,114.0,2.0,52.0,2.0,1.0
2019-05-13,13163.0,0.0,180.0,0,134.0,0.0,46.0,10.0,3.0
2019-05-14,14125.75,0.0,162.0,0,124.0,0.0,38.0,16.0,4.0
2019-05-15,14089.71,3511.5,173.0,53,135.0,0.0,91.0,6.0,2.0
2019-05-16,14078.49,4345.0,170.0,65,136.0,0.0,99.0,2.0,1.0
2019-05-17,17464.989999999998,3885.5,184.0,53,146.0,0.0,91.0,4.0,2.0
2019-05-18,18383.4,6252.0,209.0,73,154.0,0.0,128.0,3.0,1.0
2019-05-19,13382.38,4178.25,189.0,68,146.0,0.0,111.0,2.0,1.0
2019-05-20,13036.25,3997.25,182.0,68,128.0,4.0,118.0,14.0,4.0
2019-05-21,15862.91,4445.0,186.0,62,119.0,3.0,126.0,12.0,4.0
2019-05-22,13316.46,4139.0,172.0,63,124.0,2.0,109.0,7.0,3.0
2019-05-23,13432.75,2651.75,168.0,43,126.0,0.0,85.0,0.0,0.0
2019-05-24,15825.64,5846.5,190.0,75,132.0,0.0,133.0,2.0,1.0
2019-05-25,25080.0,0.0,22.0,0,22.0,0.0,0.0,0.0,0.0
2019-05-26,17565.739999999998,3298.0,211.0,39,159.0,0.0,91.0,8.0,3.0
2019-05-27,13957.99,5125.5,179.0,75,115.0,1.0,138.0,2.0,1.0
2019-05-28,11861.49,1786.5,152.0,23,105.0,0.0,70.0,10.0,3.0
2019-05-29,13669.77,0.0,176.0,0,121.0,0.0,55.0,11.0,4.0
2019-05-30,14610.13,0.0,175.0,0,140.0,0.0,35.0,12.0,5.0
2019-05-31,15443.76,6923.5,190.0,86,159.0,2.0,115.0,6.0,1.0
2019-06-01,19493.5,5815.5,184.0,78,137.0,0.0,125.0,4.0,2.0
2019-06-02,15814.079999999998,2076.5,207.0,30,114.0,0.0,123.0,8.0,3.0
2019-06-03,13954.8,4900.0,177.0,65,120.0,2.0,120.0,11.0,4.0
2019-06-04,14353.46,4648.0,170.0,72,126.0,8.0,108.0,4.0,2.0
2019-06-05,14050.58,1563.0,181.0,29,92.0,0.0,118.0,18.0,6.0
2019-06-06,13202.26,5219.0,173.0,76,132.0,0.0,117.0,8.0,3.0
2019-06-07,15962.38,5061.5,178.0,80,138.0,0.0,120.0,0.0,0.0
2019-06-08,15591.25,5610.26,205.0,82,145.0,1.0,141.0,2.0,1.0
2019-06-09,15010.85,5605.25,195.0,84,143.0,0.0,136.0,6.0,3.0
2019-06-10,13564.7,0.0,176.0,0,126.0,2.0,48.0,10.0,5.0
2019-06-11,13822.22,4516.25,171.0,67,130.0,0.0,108.0,2.0,1.0
2019-06-12,13673.62,4358.75,171.0,61,123.0,0.0,109.0,10.0,3.0
2019-06-13,12934.25,2275.5,172.0,28,120.0,0.0,80.0,10.0,5.0
2019-06-14,14215.63,5472.75,178.0,86,141.0,0.0,123.0,7.0,3.0
2019-06-15,15994.31,5065.0,192.0,74,127.0,0.0,139.0,10.0,5.0
2019-06-16,14483.29,3322.0,179.0,48,128.0,0.0,99.0,6.0,3.0
2019-06-17,14572.47,3960.0,184.0,66,139.0,5.0,106.0,0.0,0.0
2019-06-18,14957.13,0.0,175.0,0,131.0,2.0,42.0,2.0,1.0
2019-06-19,14231.25,0.0,183.0,0,130.0,0.0,53.0,0.0,0.0
2019-06-20,14552.5,2166.0,184.0,34,123.0,2.0,93.0,10.0,4.0
2019-06-21,16328.99,4653.0,177.0,69,137.0,2.0,107.0,6.0,2.0
2019-06-22,10713.18,5551.0,185.0,88,132.0,0.0,141.0,4.0,2.0
2019-06-23,13662.13,5877.75,191.0,84,129.0,0.0,146.0,8.0,2.0
2019-06-24,13400.25,4736.25,177.0,79,136.0,0.0,120.0,8.0,4.0
2019-06-25,12388.7,4466.0,144.0,69,103.0,0.0,110.0,16.0,6.0
2019-06-26,12605.0,4487.5,179.0,67,149.0,0.0,97.0,6.0,2.0
2019-06-27,13675.62,5443.0,170.0,80,143.0,0.0,107.0,5.0,2.0
2019-06-28,14171.25,6180.5,177.0,74,145.0,0.0,106.0,12.0,4.0
2019-06-29,14695.5,5369.75,189.0,72,135.0,3.0,123.0,10.0,5.0
2019-06-30,14073.24,4925.5,221.0,75,156.0,2.0,138.0,4.0,1.0
